subscription_length,vehicle_age,customer_age,region_density,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,displacement,cylinder,turning_radius,length,width,gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating,torque_nm,torque_rpm,power_bhp,power_rpm,fuel_type_CNG,fuel_type_Diesel,fuel_type_Petrol,transmission_type_Automatic,transmission_type_Manual,rear_brakes_type_Disc,rear_brakes_type_Drum,steering_type_Electric,steering_type_Manual,steering_type_Power,segment_A,segment_B1,segment_B2,segment_C1,segment_C2,segment_Utility,engine_type_1.0 SCe,engine_type_1.2 L K Series Engine,engine_type_1.2 L K12N Dualjet,engine_type_1.5 L U2 CRDi,engine_type_1.5 Turbocharged Revotorq,engine_type_1.5 Turbocharged Revotron,engine_type_F8D Petrol Engine,engine_type_G12B,engine_type_K Series Dual jet,engine_type_K10C,engine_type_i-DTEC,model_M1,model_M10,model_M11,model_M2,model_M3,model_M4,model_M5,model_M6,model_M7,model_M8,model_M9,region_code_C1,region_code_C10,region_code_C11,region_code_C12,region_code_C13,region_code_C14,region_code_C15,region_code_C16,region_code_C17,region_code_C18,region_code_C19,region_code_C2,region_code_C20,region_code_C21,region_code_C22,region_code_C3,region_code_C4,region_code_C5,region_code_C6,region_code_C7,region_code_C8,region_code_C9,claim_status
10.6,2.5,41,9361,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,250.0,2750.0,113.19,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.9,2.3,41,8599,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,249.6,2750.0,113.21,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.9,1.5,44,8983,2,1,1,0,1,1,1197,4,4.8,3995,1735,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,113.1,4400.0,88.53,6000.0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.8,2.5,40,8806,2,0,0,0,1,1,998,3,4.71,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,81.6,3400.0,57.54,5300.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.5,0.4,41,4544,2,0,1,0,1,1,1493,4,5.2,4300,1790,1720,1,0,0,1,0,1,1,1,1,0,1,1,3,199.5,2750.0,113.72,4000.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.1,2.4,40,8077,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,249.5,2750.0,113.39,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12.4,2.7,45,8193,2,0,1,0,1,0,1197,4,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,113.0,4400.0,88.49,6000.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.7,2.6,40,9147,6,1,1,0,1,1,1197,4,4.87,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,112.9,4400.0,88.63,6000.0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.4,2.4,41,8339,6,1,1,0,1,1,1197,4,4.86,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,112.8,4400.0,88.52,6000.0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1,0.0,39,5032,2,0,0,0,1,0,796,3,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,60.3,3500.0,40.38,6000.0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.1,0.8,41,3880,6,0,1,1,1,0,1493,4,5.2,4300,1790,1720,0,1,1,0,1,1,1,1,1,0,1,1,3,249.2,2750.0,113.28,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7,0.0,40,4649,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,250.0,2750.0,113.29,4000.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.2,2.0,40,8860,2,0,0,0,1,1,998,3,4.71,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,80.4,3400.0,57.69,5300.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.2,0.1,39,5314,2,0,0,0,0,1,999,3,5.0,3731,1579,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,87.7,4250.0,66.33,5500.0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.9,0.5,41,9097,2,0,0,0,1,0,796,4,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,60.1,3500.0,40.36,6000.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.2,3.2,38,9009,2,0,1,0,1,0,1197,4,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,113.0,4400.0,88.64,6000.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.2,39,4771,2,0,0,0,1,0,796,3,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,60.0,3500.0,40.36,6000.0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.5,2.6,41,8569,2,0,1,0,1,0,1197,4,4.8,3990,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,112.8,4400.0,88.56,6000.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.2,0.8,41,7802,6,1,1,0,1,1,1197,4,4.86,3990,1745,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,113.1,4400.0,88.37,6000.0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.8,0.1,42,5787,2,0,0,0,1,0,1497,3,5.0,3445,1755,1490,0,0,0,0,0,0,0,1,0,0,0,1,5,199.4,3000.0,88.48,6000.0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.7,1.6,40,8443,2,0,1,0,1,0,1497,4,5.0,3990,1755,1490,0,0,0,0,0,1,1,1,0,0,1,1,5,87.9,3000.0,88.65,4000.0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.4,0.3,39,5432,2,0,1,0,1,0,1197,3,4.8,3845,1735,1335,0,0,0,0,1,1,1,1,0,0,1,1,2,112.9,4400.0,88.52,6000.0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.5,3.5,39,9195,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,249.2,2750.0,113.4,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10.8,0.6,41,9100,1,0,0,0,1,0,1196,4,4.51,3675,1475,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,85.0,3000.0,65.22,6000.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.2,40,4412,2,0,0,0,1,0,796,3,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,60.0,3500.0,40.36,6000.0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.7,0.8,41,4827,2,0,0,0,1,0,796,3,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,84.9,3500.0,57.59,6000.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.4,3.2,38,8578,2,0,1,0,1,0,1197,4,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,113.1,4400.0,88.58,6000.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.3,2.1,44,5048,2,0,1,0,1,0,1197,4,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,112.9,4400.0,88.43,6000.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.3,3.0,40,8742,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,249.4,2750.0,113.4,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,0.0,42,5043,2,0,0,0,1,0,796,3,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,60.0,3500.0,40.36,6000.0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.5,0.5,39,4698,2,0,0,0,1,0,1196,3,5.0,3675,1475,1510,0,0,0,0,0,0,0,1,0,0,0,1,0,87.3,3000.0,65.99,6000.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.1,2.1,40,8242,2,0,1,0,1,1,1498,4,4.88,3995,1695,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,199.9,1750.0,88.5,3600.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.7,0.7,39,8601,2,0,0,0,1,0,998,3,4.7,3655,1620,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,82.1,3400.0,55.9,5300.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.2,0.1,41,4015,2,0,0,0,1,0,796,3,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,60.0,3500.0,40.36,6000.0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.0,3.0,39,8417,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,250.0,2750.0,113.13,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.1,3.3,44,9084,2,0,1,0,1,0,1197,4,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,113.1,4400.0,88.46,6000.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10.8,2.6,39,4788,2,0,1,0,1,0,1197,4,4.8,3845,1735,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,113.0,4400.0,88.65,6000.0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,0.1,40,4467,2,0,0,0,1,0,796,3,4.6,3445,1515,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,60.0,3500.0,40.36,6000.0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.0,2.3,44,8116,6,1,1,0,1,1,1197,4,4.84,3990,1735,1335,1,1,1,1,1,1,1,1,1,1,1,1,2,113.2,4400.0,88.48,6000.0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.5,3.0,39,8633,6,1,1,0,1,1,1493,4,5.2,3990,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,200.3,2750.0,113.89,4000.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.8,1.7,41,8751,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,249.8,2750.0,113.39,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7,1.5,39,9153,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,249.8,2750.0,113.51,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.2,0.7,39,5376,6,1,1,1,1,1,1493,4,5.2,4300,1790,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,250.0,2750.0,113.31,4000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
